date,txn_id,type,category,subcategory,description,amount,payment_method,outlet,note
2025-10-06,T11078,expense,Staff - OT,Extended Hours,SS15 - Public Holiday,370.87,Bank Transfer,SS15,dobule check
2025-10-06,T11095,expense,Admin,Bank Charge,Bangsar - SSM,601.23,GrabPay,Bangsar,reimbursed
2025-10-06,T11104,expense,Marketing,IG Ads,Bangsar - Flyers,879.32,GrabPay,Bangsar,sofi invoice
2025-10-06,T11138,expense,Staff - OT,Weekend,Bangsar - Extended Hours,261.32,GrabPay,Bangsar,
2025-10-06,T11175,expense,COGS - Packaging,Boxes,Cheras - Boxes,478.12,DuitNow,Cheras,recurring
2025-10-07,T10207,income,Sales - Catering,Corporate Order,SS15 - Wedding,2791.88,Bank Transfer,SS15,check w boss
2025-10-07,T10208,income,Sales - Dine In,Cakes,SS15 - Cakes,657.88,DuitNow,SS15,sofi invoice
2025-10-07,T10209,income,Sales - Catering,Corporate Order,SS15 - Wedding,4512.01,DuitNow,SS15,
2025-10-07,T10210,income,Sales - Delivery,GrabFood,SS15 - FoodPanda,1448.3,Cash,SS15,check w boss
2025-10-07,T10211,income,Sales - Dine In,Set Lunch,SS15 - Coffee,1249.79,Bank Transfer,SS15,recurring
2025-10-07,T11027,expense,COGS - Packaging,Stickers,SS15 - Stickers,508.08,Bank Transfer,SS15,sofi invoice
2025-10-07,T11033,expense,Delivery Platforms,GrabFood Commission,SS15 - GrabFood Commission,1280.1,Bank Transfer,SS15,urgent
2025-10-07,T11059,expense,Staff - OT,Extended Hours,SS15 - Public Holiday,429.82,Bank Transfer,SS15,check w boss
2025-10-07,T11100,expense,COGS - Packaging,Cups,Bangsar - Stickers,576.86,Credit Card,Bangsar,pending receipt
2025-10-07,T11151,expense,Utilities,Water,Cheras - Water,896.85,DuitNow,Cheras,
2025-10-07,T11163,expense,Equipment,POS Upgrade,Cheras - Oven Repair,1422.68,Bank Transfer,Cheras,
2025-10-07,T11169,expense,Equipment,Oven Repair,Cheras - POS Upgrade,3555.93,Credit Card,Cheras,
2025-10-08,T11064,expense,Equipment,Cutlery,SS15 - Oven Repair,3849.61,GrabPay,SS15,
2025-10-07,T11131,expense,Utilities,Water,Bangsar - Internet,978.04,Bank Transfer,Bangsar,
2025-10-08,T11066,expense,Equipment,New Fridge,SS15 - New Fridge,2350.49,GrabPay,SS15,dobule check
2025-10-08,T11120,expense,Utilities,Internet,Bangsar - Water,764.34,Cash,Bangsar,dobule check
2025-10-08,T11128,expense,Staff - OT,Extended Hours,Bangsar - Weekend,136.67,DuitNow,Bangsar,urgent
2025-10-09,T11147,expense,COGS - Packaging,Bags,Cheras - Boxes,472.84,Credit Card,Cheras,
2025-10-02,T11172,expense,Admin,SSM,Cheras - SSM,1033.48,TnG eWallet,Cheras,
2025-10-07,T11180,expense,Marketing,Influencer,Cheras - Influencer,1312.08,Cash,Cheras,recurring
2025-10-08,T11181,expense,Equipment,POS Upgrade,Cheras - Oven Repair,761.99,TnG eWallet,Cheras,pending receipt
2025-10-11,T11176,expense,Admin,Bank Charge,Cheras - Bank Charge,39.24,Credit Card,Cheras,pending receipt
2025-10-11,T11183,expense,Delivery Platforms,GrabFood Commission,Cheras - FoodPanda Commission,1345.74,Bank Transfer,Cheras,pending receipt
2025-10-12,T11178,expense,COGS - Ingredients,Butter,Cheras - Sugar,3171.84,Bank Transfer,Cheras,check w boss
2025-10-12,T11185,expense,COGS - Ingredients,Sugar,Cheras - Dairy,1800.98,DuitNow,Cheras,dobule check
2025-10-14,T11164,expense,COGS - Ingredients,Sugar,Cheras - Flour,2915.46,GrabPay,Cheras,recurring
2025-10-14,T11173,expense,Staff - OT,Extended Hours,Cheras - Extended Hours,307.47,GrabPay,Cheras,reimbursed
2025-10-15,T11150,expense,COGS - Packaging,Boxes,Cheras - Stickers,607.12,GrabPay,Cheras,
2025-10-15,T11177,expense,Delivery Platforms,GrabFood Commission,Cheras - GrabFood Commission,1217.98,DuitNow,Cheras,check w boss
2025-10-15,T11186,expense,COGS - Ingredients,Coffee Beans,Cheras - Sugar,2690.28,DuitNow,Cheras,
2025-10-16,T11160,expense,Staff - OT,Extended Hours,Cheras - Extended Hours,315.07,Bank Transfer,Cheras,urgent
2025-10-17,T11134,expense,Marketing,IG Ads,Bangsar - Flyers,2103.09,DuitNow,Bangsar,pending receipt
2025-10-17,T11144,expense,Marketing,FB Ads,Cheras - FB Ads,113.28,Bank Transfer,Cheras,urgent
2025-10-15,T11145,expense,Equipment,POS Upgrade,Cheras - Oven Repair,5576.56,Cash,Cheras,check w boss
2025-10-16,T11161,expense,Staff - OT,Weekend,Cheras - Public Holiday,347.41,Cash,Cheras,
2025-10-17,T11156,expense,Marketing,Influencer,Cheras - Influencer,876.71,TnG eWallet,Cheras,
2025-10-18,T11157,expense,Admin,Bank Charge,Cheras - Bank Charge,947.72,Cash,Cheras,urgent
2025-10-08,T11171,expense,COGS - Ingredients,Dairy,Cheras - Coffee Beans,828.54,Cash,Cheras,
2025-10-09,T11065,expense,Utilities,Gas,SS15 - Electricity,639.58,Cash,SS15,sofi invoice
2025-10-09,T11075,expense,Equipment,Cutlery,SS15 - POS Upgrade,4744.91,Bank Transfer,SS15,dobule check
2025-10-10,T11048,expense,Marketing,IG Ads,SS15 - Influencer,362.55,Cash,SS15,sofi invoice
2025-10-10,T11054,expense,Admin,Accountant Fee,SS15 - SSM,916.49,GrabPay,SS15,urgent
2025-10-10,T11080,expense,Delivery Platforms,FoodPanda Commission,SS15 - FoodPanda Commission,846.21,Bank Transfer,SS15,
2025-10-10,T11127,expense,COGS - Ingredients,Coffee Beans,Bangsar - Eggs,3113.83,DuitNow,Bangsar,dobule check
2025-10-11,T11035,expense,Delivery Platforms,GrabFood Commission,SS15 - GrabFood Commission,679.87,Credit Card,SS15,
2025-10-06,T11040,expense,Marketing,Influencer,SS15 - IG Ads,181.99,TnG eWallet,SS15,pending receipt
2025-10-07,T10212,income,Sales - Delivery,GrabFood,SS15 - ShopeeFood,440.39,DuitNow,SS15,
2025-10-07,T10213,income,Sales - Catering,Corporate Order,SS15 - Wedding,2312.94,Cash,SS15,sofi invoice
2025-10-07,T10214,income,Sales - Catering,Event,SS15 - Event,6424.03,Cash,SS15,
2025-10-07,T10215,income,Sales - Catering,Wedding,SS15 - Corporate Order,2675.69,GrabPay,SS15,recurring
2025-10-07,T10216,income,Other Income,Merchandise,SS15 - Gift Card,249.5,DuitNow,SS15,reimbursed
2025-10-07,T10217,income,Sales - Delivery,ShopeeFood,Bangsar - GrabFood,614.24,Cash,Bangsar,dobule check
2025-10-07,T10218,income,Sales - Dine In,Pastries,Bangsar - Coffee,202.53,GrabPay,Bangsar,pending receipt
2025-10-07,T10219,income,Sales - Dine In,Pastries,Bangsar - Coffee,457.09,DuitNow,Bangsar,pending receipt
2025-10-07,T10220,income,Sales - Dine In,Set Lunch,Bangsar - Pastries,822.72,Credit Card,Bangsar,
2025-10-07,T10221,income,Sales - Catering,Event,Bangsar - Wedding,7151.57,GrabPay,Bangsar,pending receipt
2025-10-07,T10222,income,Sales - Takeaway,Coffee,Bangsar - Coffee,799.56,DuitNow,Bangsar,pending receipt
2025-10-07,T10223,income,Sales - Dine In,Coffee,Bangsar - Pastries,806.3,TnG eWallet,Bangsar,urgent
2025-10-07,T10224,income,Sales - Delivery,ShopeeFood,Bangsar - FoodPanda,1518.52,Cash,Bangsar,reimbursed
2025-10-07,T10225,income,Sales - Takeaway,Bread Loaf,Bangsar - Coffee,210.28,Credit Card,Bangsar,check w boss
2025-10-07,T10226,income,Other Income,Gift Card,Bangsar - Gift Card,403.74,TnG eWallet,Bangsar,
2025-10-07,T10227,income,Sales - Takeaway,Pastries,Bangsar - Coffee,403.1,Bank Transfer,Bangsar,pending receipt
2025-10-07,T10228,income,Sales - Delivery,FoodPanda,Bangsar - ShopeeFood,1188.74,Credit Card,Bangsar,check w boss
2025-10-07,T10229,income,Other Income,Workshop Ticket,Cheras - Gift Card,123.57,Bank Transfer,Cheras,urgent
2025-10-07,T10230,income,Sales - Dine In,Cakes,Cheras - Cakes,1297.92,Bank Transfer,Cheras,check w boss
2025-10-07,T10231,income,Other Income,Merchandise,Cheras - Gift Card,126.77,Bank Transfer,Cheras,reimbursed
2025-10-07,T10232,income,Sales - Delivery,GrabFood,Cheras - ShopeeFood,752.9,TnG eWallet,Cheras,sofi invoice
2025-10-07,T10233,income,Sales - Catering,Wedding,Cheras - Corporate Order,7286.55,TnG eWallet,Cheras,
2025-10-07,T10234,income,Sales - Dine In,Cakes,Cheras - Pastries,1502.79,GrabPay,Cheras,sofi invoice
2025-10-07,T10235,income,Sales - Takeaway,Pastries,Cheras - Pastries,884.72,TnG eWallet,Cheras,recurring
2025-10-07,T10236,income,Sales - Takeaway,Pastries,Cheras - Coffee,778.48,DuitNow,Cheras,urgent
2025-10-07,T10237,income,Sales - Dine In,Cakes,Cheras - Pastries,1129.28,TnG eWallet,Cheras,recurring
2025-10-08,T10238,income,Sales - Takeaway,Coffee,SS15 - Pastries,802.09,TnG eWallet,SS15,dobule check
2025-10-08,T10239,income,Sales - Delivery,GrabFood,SS15 - FoodPanda,1087.45,Bank Transfer,SS15,
2025-10-08,T10240,income,Sales - Dine In,Coffee,SS15 - Coffee,1967.98,Cash,SS15,
2025-10-08,T10241,income,Sales - Delivery,FoodPanda,SS15 - GrabFood,1084.97,Cash,SS15,pending receipt
2025-10-08,T10242,income,Sales - Catering,Wedding,SS15 - Wedding,3360.98,Bank Transfer,SS15,check w boss
2025-10-08,T10243,income,Sales - Dine In,Coffee,SS15 - Pastries,1077.78,GrabPay,SS15,
2025-10-08,T10244,income,Other Income,Workshop Ticket,SS15 - Gift Card,840.8,GrabPay,SS15,dobule check
2025-10-08,T10245,income,Sales - Dine In,Pastries,SS15 - Cakes,1866.97,TnG eWallet,SS15,recurring
2025-10-08,T10246,income,Sales - Dine In,Pastries,SS15 - Coffee,2287.05,TnG eWallet,SS15,sofi invoice
2025-10-08,T10247,income,Sales - Takeaway,Bread Loaf,SS15 - Bread Loaf,735.85,GrabPay,SS15,reimbursed
2025-10-08,T10248,income,Sales - Takeaway,Bread Loaf,SS15 - Bread Loaf,64.7,Cash,SS15,urgent
2025-10-08,T10249,income,Other Income,Gift Card,SS15 - Merchandise,423.96,Cash,SS15,
2025-10-08,T10250,income,Sales - Takeaway,Coffee,Bangsar - Coffee,464.61,Credit Card,Bangsar,dobule check
2025-10-08,T10251,income,Sales - Takeaway,Bread Loaf,Bangsar - Pastries,546.5,Credit Card,Bangsar,dobule check
2025-10-08,T10252,income,Sales - Takeaway,Pastries,Bangsar - Coffee,305.12,Bank Transfer,Bangsar,check w boss
2025-10-08,T10253,income,Sales - Delivery,ShopeeFood,Bangsar - GrabFood,1000.57,TnG eWallet,Bangsar,
2025-10-08,T10254,income,Sales - Dine In,Set Lunch,Bangsar - Pastries,371.5,GrabPay,Bangsar,
2025-10-08,T10255,income,Sales - Takeaway,Coffee,Bangsar - Bread Loaf,63.79,Cash,Bangsar,reimbursed
2025-10-08,T10256,income,Other Income,Merchandise,Bangsar - Merchandise,725.06,TnG eWallet,Bangsar,check w boss
2025-10-08,T10257,income,Sales - Catering,Wedding,Bangsar - Wedding,5309.28,DuitNow,Bangsar,
2025-10-08,T10258,income,Sales - Delivery,GrabFood,Bangsar - GrabFood,1536.15,DuitNow,Bangsar,recurring
2025-10-08,T10259,income,Other Income,Merchandise,Cheras - Merchandise,1084.23,DuitNow,Cheras,
2025-10-08,T10260,income,Other Income,Merchandise,Cheras - Gift Card,111.87,Cash,Cheras,
2025-10-08,T10261,income,Sales - Dine In,Cakes,Cheras - Cakes,591.12,Bank Transfer,Cheras,pending receipt
2025-10-08,T10262,income,Sales - Dine In,Set Lunch,Cheras - Set Lunch,155.44,Cash,Cheras,urgent
2025-10-08,T10263,income,Other Income,Gift Card,Cheras - Gift Card,88.95,Credit Card,Cheras,dobule check
2025-10-08,T10264,income,Sales - Dine In,Cakes,Cheras - Coffee,1394.83,TnG eWallet,Cheras,reimbursed
2025-10-08,T10265,income,Other Income,Workshop Ticket,Cheras - Workshop Ticket,1060.83,Bank Transfer,Cheras,
2025-10-08,T10266,income,Sales - Dine In,Pastries,Cheras - Set Lunch,1691.41,DuitNow,Cheras,
2025-10-08,T10267,income,Sales - Takeaway,Bread Loaf,Cheras - Pastries,618.32,Cash,Cheras,
2025-10-08,T10268,income,Sales - Dine In,Pastries,Cheras - Cakes,429.77,Bank Transfer,Cheras,reimbursed
2025-10-08,T10269,income,Other Income,Workshop Ticket,Cheras - Merchandise,909.96,DuitNow,Cheras,
2025-10-08,T10270,income,Sales - Catering,Wedding,Cheras - Event,4077.51,Credit Card,Cheras,
2025-10-08,T10271,income,Other Income,Gift Card,Cheras - Merchandise,190.06,TnG eWallet,Cheras,
2025-10-08,T10272,income,Other Income,Gift Card,Cheras - Workshop Ticket,874.26,Cash,Cheras,sofi invoice
2025-10-08,T10273,income,Sales - Catering,Wedding,Cheras - Wedding,7142.61,DuitNow,Cheras,dobule check
2025-10-09,T10274,income,Sales - Dine In,Set Lunch,SS15 - Coffee,2170.2,DuitNow,SS15,check w boss
2025-10-09,T10275,income,Sales - Catering,Wedding,SS15 - Event,6832.01,TnG eWallet,SS15,urgent
2025-10-09,T10276,income,Other Income,Gift Card,SS15 - Gift Card,836.38,TnG eWallet,SS15,
2025-10-09,T10277,income,Sales - Catering,Wedding,SS15 - Event,2493.78,GrabPay,SS15,dobule check
2025-10-09,T10278,income,Sales - Takeaway,Coffee,SS15 - Pastries,715.95,Credit Card,SS15,
2025-10-09,T10279,income,Other Income,Merchandise,SS15 - Workshop Ticket,731.44,TnG eWallet,SS15,check w boss
2025-10-09,T10280,income,Other Income,Merchandise,SS15 - Merchandise,150.33,DuitNow,SS15,sofi invoice
2025-10-09,T10281,income,Sales - Dine In,Cakes,SS15 - Cakes,2344.44,Credit Card,SS15,
2025-10-09,T10282,income,Other Income,Gift Card,Bangsar - Merchandise,341.72,Bank Transfer,Bangsar,reimbursed
2025-10-09,T10283,income,Other Income,Merchandise,Bangsar - Workshop Ticket,534,Cash,Bangsar,reimbursed
2025-10-09,T10284,income,Sales - Dine In,Cakes,Bangsar - Coffee,1519.54,Credit Card,Bangsar,
2025-10-09,T10285,income,Sales - Dine In,Set Lunch,Bangsar - Cakes,2278.29,Bank Transfer,Bangsar,
2025-10-09,T10286,income,Sales - Dine In,Cakes,Bangsar - Set Lunch,1455.02,GrabPay,Bangsar,dobule check
2025-10-09,T10287,income,Sales - Catering,Corporate Order,Bangsar - Wedding,1515.08,Bank Transfer,Bangsar,
2025-10-09,T10288,income,Other Income,Gift Card,Bangsar - Gift Card,298.4,TnG eWallet,Bangsar,reimbursed
2025-10-09,T10289,income,Sales - Catering,Event,Bangsar - Wedding,6977.28,Bank Transfer,Bangsar,recurring
2025-10-09,T10290,income,Sales - Delivery,FoodPanda,Bangsar - GrabFood,1060.46,GrabPay,Bangsar,
2025-10-09,T10291,income,Sales - Catering,Corporate Order,Bangsar - Corporate Order,8470.89,GrabPay,Bangsar,urgent
2025-10-09,T10292,income,Sales - Takeaway,Coffee,Bangsar - Bread Loaf,587.41,Bank Transfer,Bangsar,
2025-10-09,T10293,income,Sales - Catering,Event,Bangsar - Wedding,3284.51,TnG eWallet,Bangsar,reimbursed
2025-10-09,T10294,income,Sales - Delivery,GrabFood,Bangsar - ShopeeFood,969.23,TnG eWallet,Bangsar,dobule check
2025-10-09,T10295,income,Sales - Dine In,Cakes,Bangsar - Pastries,2024.3,DuitNow,Bangsar,recurring
2025-10-09,T10296,income,Sales - Delivery,GrabFood,Cheras - GrabFood,276.31,Cash,Cheras,dobule check
2025-10-09,T10297,income,Sales - Takeaway,Pastries,Cheras - Pastries,784.5,GrabPay,Cheras,
2025-10-09,T10298,income,Sales - Delivery,GrabFood,Cheras - FoodPanda,541.52,Bank Transfer,Cheras,urgent
2025-10-09,T10299,income,Other Income,Gift Card,Cheras - Gift Card,1103.89,Bank Transfer,Cheras,
2025-10-09,T10300,income,Sales - Catering,Corporate Order,Cheras - Event,1476.7,DuitNow,Cheras,dobule check
2025-10-09,T10301,income,Sales - Dine In,Set Lunch,Cheras - Set Lunch,533.56,GrabPay,Cheras,pending receipt
2025-10-09,T10302,income,Sales - Catering,Corporate Order,Cheras - Event,3594.16,Cash,Cheras,dobule check
2025-10-09,T10303,income,Sales - Catering,Corporate Order,Cheras - Event,6735.61,DuitNow,Cheras,
2025-10-09,T10304,income,Sales - Delivery,GrabFood,Cheras - ShopeeFood,80.17,TnG eWallet,Cheras,recurring
2025-10-10,T10305,income,Sales - Catering,Corporate Order,SS15 - Corporate Order,8314.96,TnG eWallet,SS15,
2025-10-10,T10306,income,Sales - Takeaway,Pastries,SS15 - Coffee,201.81,GrabPay,SS15,dobule check
2025-10-10,T10307,income,Sales - Catering,Corporate Order,SS15 - Event,2261.03,Cash,SS15,dobule check
2025-10-10,T10308,income,Other Income,Workshop Ticket,SS15 - Workshop Ticket,1101.26,Credit Card,SS15,reimbursed
2025-10-10,T10309,income,Sales - Takeaway,Bread Loaf,SS15 - Pastries,584.78,TnG eWallet,SS15,dobule check
2025-10-10,T10310,income,Sales - Dine In,Cakes,SS15 - Set Lunch,2151.7,Cash,SS15,
2025-10-10,T10311,income,Other Income,Workshop Ticket,SS15 - Merchandise,1079.47,Bank Transfer,SS15,dobule check
2025-10-10,T10312,income,Sales - Dine In,Cakes,SS15 - Cakes,271.67,Credit Card,SS15,
2025-10-10,T10313,income,Sales - Delivery,GrabFood,SS15 - FoodPanda,1523.2,Bank Transfer,SS15,
2025-10-10,T10314,income,Sales - Dine In,Pastries,SS15 - Cakes,423.57,GrabPay,SS15,pending receipt
2025-10-10,T10315,income,Sales - Catering,Event,Bangsar - Event,7653.89,Cash,Bangsar,check w boss
2025-10-10,T10316,income,Other Income,Workshop Ticket,Bangsar - Gift Card,494.73,GrabPay,Bangsar,recurring
2025-10-10,T10317,income,Sales - Takeaway,Bread Loaf,Bangsar - Bread Loaf,513.48,Cash,Bangsar,reimbursed
2025-10-10,T10318,income,Sales - Catering,Corporate Order,Bangsar - Wedding,8357.84,Bank Transfer,Bangsar,urgent
2025-10-10,T10319,income,Other Income,Gift Card,Bangsar - Merchandise,761.52,Cash,Bangsar,recurring
2025-10-10,T10320,income,Sales - Delivery,ShopeeFood,Bangsar - FoodPanda,388.45,Bank Transfer,Bangsar,
2025-10-10,T10321,income,Sales - Dine In,Coffee,Bangsar - Coffee,1760.36,Cash,Bangsar,dobule check
2025-10-10,T10322,income,Sales - Dine In,Coffee,Bangsar - Pastries,806.3,Bank Transfer,Bangsar,pending receipt
2025-10-10,T10323,income,Sales - Dine In,Cakes,Bangsar - Pastries,386.51,Credit Card,Bangsar,recurring
2025-10-10,T10324,income,Sales - Delivery,ShopeeFood,Bangsar - FoodPanda,239.41,GrabPay,Bangsar,recurring
2025-10-10,T10325,income,Sales - Catering,Wedding,Bangsar - Event,6758.75,DuitNow,Bangsar,
2025-10-10,T10326,income,Other Income,Gift Card,Bangsar - Workshop Ticket,1056.12,DuitNow,Bangsar,pending receipt
2025-10-10,T10327,income,Sales - Takeaway,Coffee,Bangsar - Coffee,319.12,DuitNow,Bangsar,
2025-10-10,T10328,income,Sales - Catering,Event,Cheras - Wedding,3134.24,GrabPay,Cheras,dobule check
2025-10-10,T10329,income,Sales - Delivery,FoodPanda,Cheras - GrabFood,950.95,Cash,Cheras,urgent
2025-10-10,T10330,income,Sales - Delivery,GrabFood,Cheras - FoodPanda,158.94,Cash,Cheras,dobule check
2025-10-10,T10331,income,Sales - Dine In,Cakes,Cheras - Pastries,1480.73,GrabPay,Cheras,
2025-10-10,T10332,income,Other Income,Workshop Ticket,Cheras - Workshop Ticket,672.96,Bank Transfer,Cheras,
2025-10-10,T10333,income,Other Income,Merchandise,Cheras - Gift Card,454.95,TnG eWallet,Cheras,reimbursed
2025-10-10,T10334,income,Other Income,Gift Card,Cheras - Gift Card,1047.66,Credit Card,Cheras,pending receipt
2025-10-10,T10335,income,Sales - Delivery,ShopeeFood,Cheras - ShopeeFood,1360.03,Cash,Cheras,pending receipt
2025-10-10,T10336,income,Sales - Delivery,ShopeeFood,Cheras - ShopeeFood,1559.6,GrabPay,Cheras,
2025-10-10,T10337,income,Sales - Delivery,ShopeeFood,Cheras - ShopeeFood,1381.68,Cash,Cheras,sofi invoice
2025-10-10,T10338,income,Sales - Delivery,ShopeeFood,Cheras - FoodPanda,468.09,TnG eWallet,Cheras,reimbursed
2025-10-10,T10339,income,Sales - Catering,Wedding,Cheras - Event,3846.49,TnG eWallet,Cheras,
2025-10-10,T11046,expense,Staff - OT,Extended Hours,SS15 - Public Holiday,579.15,Credit Card,SS15,urgent
2025-10-11,T10340,income,Other Income,Workshop Ticket,SS15 - Workshop Ticket,555.24,DuitNow,SS15,urgent
2025-10-11,T10341,income,Sales - Delivery,GrabFood,SS15 - FoodPanda,1109.88,DuitNow,SS15,
2025-10-11,T10342,income,Sales - Takeaway,Coffee,SS15 - Pastries,302.13,TnG eWallet,SS15,dobule check
2025-10-11,T10343,income,Sales - Delivery,ShopeeFood,SS15 - FoodPanda,934.5,Cash,SS15,reimbursed
2025-10-11,T10344,income,Other Income,Gift Card,SS15 - Merchandise,1118.88,Bank Transfer,SS15,
2025-10-11,T10345,income,Sales - Dine In,Coffee,SS15 - Set Lunch,2353.13,TnG eWallet,SS15,pending receipt
2025-10-11,T10346,income,Sales - Delivery,FoodPanda,SS15 - FoodPanda,1065.32,TnG eWallet,SS15,pending receipt
2025-10-11,T10347,income,Sales - Dine In,Cakes,SS15 - Pastries,725.8,Bank Transfer,SS15,
2025-10-11,T10348,income,Sales - Delivery,ShopeeFood,SS15 - GrabFood,768.46,Cash,SS15,
2025-10-11,T10349,income,Sales - Dine In,Cakes,SS15 - Set Lunch,357.96,GrabPay,SS15,recurring
2025-10-11,T10350,income,Sales - Dine In,Cakes,SS15 - Set Lunch,2284.99,DuitNow,SS15,
2025-10-11,T10351,income,Sales - Delivery,FoodPanda,SS15 - ShopeeFood,1208.24,GrabPay,SS15,reimbursed
2025-10-11,T10352,income,Sales - Catering,Corporate Order,SS15 - Wedding,4243.71,Credit Card,SS15,
2025-10-11,T10353,income,Sales - Dine In,Pastries,Bangsar - Cakes,1012.2,GrabPay,Bangsar,check w boss
2025-10-11,T10354,income,Sales - Catering,Wedding,Bangsar - Wedding,8082.82,TnG eWallet,Bangsar,
2025-10-11,T10355,income,Sales - Catering,Wedding,Bangsar - Event,7191.13,Bank Transfer,Bangsar,reimbursed
2025-10-11,T10356,income,Other Income,Merchandise,Bangsar - Workshop Ticket,896.62,Credit Card,Bangsar,
2025-10-11,T10357,income,Sales - Dine In,Cakes,Bangsar - Cakes,523.09,GrabPay,Bangsar,
2025-10-11,T10358,income,Other Income,Gift Card,Bangsar - Merchandise,780.23,Bank Transfer,Bangsar,check w boss
2025-10-11,T10359,income,Sales - Catering,Corporate Order,Bangsar - Corporate Order,1999.71,Cash,Bangsar,
2025-10-11,T10360,income,Sales - Takeaway,Coffee,Bangsar - Pastries,815.7,Credit Card,Bangsar,
2025-10-11,T10361,income,Sales - Catering,Corporate Order,Bangsar - Wedding,2757.5,GrabPay,Bangsar,
2025-10-11,T10362,income,Sales - Catering,Event,Bangsar - Corporate Order,8495.63,TnG eWallet,Bangsar,reimbursed
2025-10-11,T10363,income,Sales - Catering,Wedding,Bangsar - Wedding,2473.36,GrabPay,Bangsar,check w boss
2025-10-11,T10364,income,Sales - Takeaway,Coffee,Cheras - Bread Loaf,496.55,Cash,Cheras,urgent
2025-10-11,T10365,income,Sales - Catering,Corporate Order,Cheras - Wedding,2589.37,GrabPay,Cheras,
2025-10-11,T10366,income,Other Income,Workshop Ticket,Cheras - Workshop Ticket,1074.37,Credit Card,Cheras,reimbursed
